,lat,distance,name,id,type,providerId,firstName,lastName,specialties,hospitalAffiliations,addressState,geom.crs.type,geom.crs.properties.name,geom.type,geom.coordinates,nursingHome.averageNumberOfResidentsInCertifiedBedsFootnotes,nursingHome.overallRatingFootnotes,nursingHome.healthInspectionRatingFootnotes,nursingHome.qmRatingFootnotes,nursingHome.staffingRatingFootnotes,nursingHome.longStayQMRatingFootnotes,nursingHome.shortStayQMRatingFootnotes,nursingHome.rnStaffingRatingFootnotes,nursingHome.ptStaffingFootnotes,nursingHome.dateImported,nursingHome.hash,nursingHome.id,nursingHome.providerId,nursingHome.addressLine1,nursingHome.addressCity,nursingHome.addressState,nursingHome.addressZipcode,nursingHome.phone,nursingHome.geocodeSource,nursingHome.lon,nursingHome.lat,nursingHome.name,nursingHome.ownershipType,nursingHome.numberOfCertifiedBeds,nursingHome.specialFocusStatus,nursingHome.processingDate,nursingHome.averageNumberOfResidentsInCertifiedBedsFootnote,nursingHome.nursingHomeType,nursingHome.providerResidesInHospital,nursingHome.legalBusinessName,nursingHome.continuingCareRetirementCommunity,nursingHome.withResidentAndFamilyCouncil,nursingHome.sprinklerSystemsInAllRequiredAreas,nursingHome.overallRating,nursingHome.overallRatingFootnote,nursingHome.healthInspectionRating,nursingHome.healthInspectionRatingFootnote,nursingHome.qmRating,nursingHome.qmRatingFootnote,nursingHome.staffingRating,nursingHome.staffingRatingFootnote,nursingHome.rnStaffingRating,nursingHome.numberOfFacilityReportedIncidents,nursingHome.numberOfSubstantiatedComplaints,nursingHome.numberOfCitationsFromInfectionControlInspections,nursingHome.numberOfFines,nursingHome.numberOfPaymentDenials,nursingHome.citedForAbuse,nursingHome.longStayQMRating,nursingHome.shortStayQMRating,nursingHome.longStayQMRatingFootnote,nursingHome.shortStayQMRatingFootnote,nursingHome.rnStaffingRatingFootnote,nursingHome.ptStaffingFootnote,nursingHome.ratingCycleOneStandardHealthSurveyDate,nursingHome.ratingCycleOneTotalHealthDeficiencies,nursingHome.ratingCycleTwoStandardHealthSurveyDate,nursingHome.ratingCycleTwoTotalHealthDeficiencies,nursingHome.ratingCycleThreeStandardHealthSurveyDate,nursingHome.ratingCycleThreeTotalHealthDeficiencies,nursingHome.changedOwnershipInLast12Months
10,30.37272,24.137,Golden Creek Healthcare and Rehabilitation Center,11872f4a-0f30-4eb4-8520-f876c78ba14b,NursingHome,676097,,,,,TX,name,EPSG:4326,Point,"[-96.05332, 30.37272]",,,,,,,,,,2021-09-20T15:23:03.486Z,c7da43087ab68d48ba5e8a577bb70506,11872f4a-0f30-4eb4-8520-f876c78ba14b,676097,2100 Dover Crossing Lane,Navasota,TX,77868,9368254043,smartystreets_invalid,-96.05332,30.37272,Golden Creek Healthcare and Rehabilitation Center,For profit - Corporation,125,,2021-09-01,,Medicare and Medicaid,False,Memorial Medical Center,False,Resident,Yes,1,,2.0,,2.0,,1.0,,1.0,12,0,3,1,0,True,4.0,1.0,,,,,2019-10-30,15.0,2018-10-24,7.0,2017-10-12,7.0,False
11,31.02882,29.573,Franklin Nursing Home,00dcc3d5-3345-40a0-85e5-43fd5eb022b1,NursingHome,675897,,,,,TX,name,EPSG:4326,Point,"[-96.49175, 31.02882]",,,,,,,,,,2021-09-20T15:23:03.297Z,811ac27cd6da2704c8b8de162a34011e,00dcc3d5-3345-40a0-85e5-43fd5eb022b1,675897,700 Hearne St,Franklin,TX,77856,9798285152,smartystreets_strict,-96.49175,31.02882,Franklin Nursing Home,For profit - Corporation,90,,2021-09-01,,Medicare and Medicaid,False,"Franklin II Enterprises, LLC",False,Resident,Yes,5,,5.0,,4.0,,2.0,,2.0,1,1,0,1,0,False,5.0,3.0,,,,,2020-01-29,2.0,2019-01-24,2.0,2018-01-26,2.0,False
12,30.1794,30.548,Brenham Nursing and Rehabilitation Center,06c6a3da-01fd-4e83-977f-31bf83285216,NursingHome,675799,,,,,TX,name,EPSG:4326,Point,"[-96.39802, 30.1794]",,"[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]","[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]","[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]","[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]","[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]","[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]","[{'code': 18, 'footnote': 'This facility is not rated due to a history of serious quality issues and is included in the special focus facility program.'}]",,2021-09-20T15:23:03.206Z,3ece794c26eb6574bb297d81001610fb,06c6a3da-01fd-4e83-977f-31bf83285216,675799,400 E Sayles St,Brenham,TX,77833,9798369770,smartystreets_strict,-96.39802,30.1794,Brenham Nursing and Rehabilitation Center,For profit - Corporation,128,SFF,2021-09-01,,Medicare and Medicaid,False,Oakbend Medical Center,False,Resident,Yes,,18,,18,,18,,18,,1,5,6,0,0,False,,,18,18,18,,2019-09-11,6.0,2018-07-18,6.0,2017-06-30,5.0,False
13,30.17771,30.665,High Hope Care Center of Brenham,36e84c6d-b5ff-4b16-802d-00f6d668045d,NursingHome,676316,,,,,TX,name,EPSG:4326,Point,"[-96.39818, 30.17771]",,,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,2021-09-20T15:23:03.727Z,e0a1099245d215756e01992c070bff98,36e84c6d-b5ff-4b16-802d-00f6d668045d,676316,401 East Blue Bell Road,Brenham,TX,77833,9798366611,smartystreets_strict,-96.39818,30.17771,High Hope Care Center of Brenham,Government - Hospital district,96,,2021-09-01,,Medicare and Medicaid,False,South Limestone Hospital District,False,Resident,Yes,2,,1.0,,2.0,,4.0,,4.0,0,4,0,1,1,False,2.0,,,2,,,2021-07-15,6.0,2019-08-09,29.0,2018-08-30,13.0,False
14,30.1537,32.196,Kruse Village Senior Living Community,5aad89a0-b7ca-4091-94cf-372ed496b15c,NursingHome,675837,,,,,TX,name,EPSG:4326,Point,"[-96.37677, 30.1537]",,,,,,,,,,2021-09-20T15:23:03.245Z,94ed2663d94e777fcc9aba3a88bcf40f,5aad89a0-b7ca-4091-94cf-372ed496b15c,675837,1700 E Stone St,Brenham,TX,77833,9798301996,smartystreets_strict,-96.37677,30.1537,Kruse Village Senior Living Community,For profit - Corporation,65,,2021-09-01,,Medicare and Medicaid,False,Kruse Village LLC,False,Family,Yes,1,,1.0,,4.0,,3.0,,3.0,7,5,3,0,0,False,3.0,4.0,,,,,2020-02-26,23.0,2019-02-27,6.0,2018-02-28,5.0,False
15,30.14343,32.899,Focused Care at Brenham,20e1e8db-b3cb-46d1-b058-a1777c1a47a0,NursingHome,676355,,,,,TX,name,EPSG:4326,Point,"[-96.3762, 30.14343]",,,,,,,,,,2021-09-20T15:23:03.767Z,aac5c307c57f2d159171a179d326744f,20e1e8db-b3cb-46d1-b058-a1777c1a47a0,676355,1303 Hwy 290 E,Brenham,TX,77833,9798307100,smartystreets_strict,-96.3762,30.14343,Focused Care at Brenham,For profit - Corporation,62,,2021-09-01,,Medicare and Medicaid,False,Hamilton County Hospital District,False,Resident,Yes,2,,3.0,,2.0,,1.0,,1.0,1,4,2,0,0,False,2.0,2.0,,,,,2020-02-20,9.0,2019-02-14,7.0,2018-02-07,7.0,False
16,30.94635,34.19,Riverwood Healthcare,c14b3132-6e13-413d-971b-91b3f57c81a0,NursingHome,676475,,,,,TX,name,EPSG:4326,Point,"[-95.90691, 30.94635]",,,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,2021-09-20T15:23:03.942Z,64672802e4eff995ddde755d3b2ca617,c14b3132-6e13-413d-971b-91b3f57c81a0,676475,600 Bacon Street,Madisonville,TX,77864,9363489097,smartystreets_strict,-95.90691,30.94635,Riverwood Healthcare,For profit - Individual,30,,2021-09-01,,Medicare and Medicaid,False,"Adar Healthcare, LLC",False,Resident,Yes,2,,2.0,,2.0,,3.0,,2.0,2,5,2,8,1,False,2.0,,,2,,,2020-01-08,11.0,2019-11-01,0.0,,,False
17,30.95439,34.297,Madisonville Care Center,8951f2f0-95d5-47e1-b51c-f745d37966a4,NursingHome,675821,,,,,TX,name,EPSG:4326,Point,"[-95.91277, 30.95439]",,,,,,,,,,2021-09-20T15:23:03.228Z,6c56413b986505014a252ab6a3c88862,8951f2f0-95d5-47e1-b51c-f745d37966a4,675821,411 E Collard,Madisonville,TX,77864,9363482735,smartystreets_strict,-95.91277,30.95439,Madisonville Care Center,For profit - Corporation,116,,2021-09-01,,Medicare and Medicaid,False,"Madisonville II Enterprises, LLC",False,Resident,Yes,1,,2.0,,2.0,,1.0,,1.0,0,3,1,0,0,False,2.0,2.0,,,,,2019-08-28,10.0,2018-06-20,9.0,2017-06-14,7.0,False
18,30.64832,40.396,Renaissance Villa,b7e41861-5af5-4871-9e45-47db7d6d70d9,NursingHome,676093,,,,,TX,name,EPSG:4326,Point,"[-97.01735, 30.64832]",,,,,,,,,,2021-09-20T15:23:03.483Z,39dafb3a12db1c0f35d0b77a53506aac,b7e41861-5af5-4871-9e45-47db7d6d70d9,676093,1350 W. Highway 79,Rockdale,TX,76567,5124462548,smartystreets_strict,-97.01735,30.64832,Renaissance Villa,For profit - Limited Liability company,45,,2021-09-01,,Medicare and Medicaid,False,Legal Business Name Not Available,False,Resident,Yes,1,,1.0,,4.0,,1.0,,1.0,2,3,3,0,1,False,2.0,5.0,,,,,2019-08-28,8.0,2018-07-11,7.0,2017-06-22,8.0,False
19,30.86758,41.34,Legacy Nursing and Rehabilitation,316fe876-5e55-48c0-a764-e412f585cfc4,NursingHome,676174,,,,,TX,name,EPSG:4326,Point,"[-96.97289, 30.86758]",,,,,,,,,,2021-09-20T15:23:03.572Z,345e879f5e7b8e10b5eec95d4ff3fbbf,316fe876-5e55-48c0-a764-e412f585cfc4,676174,2202 N Travis Ave,Cameron,TX,76520,2546976564,smartystreets_strict,-96.97289,30.86758,Legacy Nursing and Rehabilitation,For profit - Limited Liability company,104,,2021-09-01,,Medicare and Medicaid,False,Cameron Opco LLC,False,Both,Yes,2,,3.0,,3.0,,1.0,,1.0,2,4,1,2,0,False,2.0,4.0,,,,,2019-10-09,8.0,2018-10-03,5.0,2017-09-14,3.0,False
20,30.86916,41.853,Winnie L Ltc Partners Inc,7c4550f8-20b7-48b3-a3e6-abb724376d1f,NursingHome,676089,,,,,TX,name,EPSG:4326,Point,"[-96.98153, 30.86916]",,,,,,,,,,2021-09-20T15:23:03.480Z,b205491d6a12cd642d87b60d8b9abcb2,7c4550f8-20b7-48b3-a3e6-abb724376d1f,676089,2104 N Karnes,Cameron,TX,76520,2546974985,smartystreets_strict,-96.98153,30.86916,Winnie L Ltc Partners Inc,For profit - Corporation,69,,2021-09-01,,Medicare and Medicaid,False,"Winnie L Ltc Partners, Inc.",False,Resident,Yes,1,,1.0,,1.0,,2.0,,1.0,1,8,3,0,1,True,1.0,2.0,,,,,2019-07-17,12.0,2018-08-22,5.0,2017-07-27,4.0,False
21,31.16749,42.64,Bremond Nursing and Rehabilitation Center,7bfcb763-cfb0-450c-bf93-45675428a8c7,NursingHome,675132,,,,,TX,name,EPSG:4326,Point,"[-96.67482, 31.16749]",,,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,2021-09-20T15:23:02.808Z,821072e12d3c9c4de1059485fec117c5,7bfcb763-cfb0-450c-bf93-45675428a8c7,675132,211 N Main,Bremond,TX,76629,2547467666,smartystreets_strict,-96.67482,31.16749,Bremond Nursing and Rehabilitation Center,Government - Hospital district,82,,2021-09-01,,Medicare and Medicaid,False,Liberty County Hospital District No 1,False,Resident,Yes,3,,2.0,,4.0,,4.0,,3.0,2,2,0,2,0,False,4.0,,,2,,,2020-01-23,8.0,2019-02-06,5.0,2018-02-07,7.0,False
22,29.96026,45.621,Briarwood Manor Care Center,52a63e96-7c87-425d-873c-ec7f75b9fdc8,NursingHome,676445,,,,,TX,name,EPSG:4326,Point,"[-96.27314, 29.96026]",,,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,2021-09-20T15:23:03.905Z,e691fe3f3fc78b69beed92bfafbb1595,52a63e96-7c87-425d-873c-ec7f75b9fdc8,676445,1515 W Main,Bellville,TX,77418,9798653145,smartystreets_strict,-96.27314,29.96026,Briarwood Manor Care Center,For profit - Limited Liability company,50,,2021-09-01,,Medicare and Medicaid,False,Ltc of Austin County III LLC,False,Resident,Yes,4,,3.0,,5.0,,3.0,,3.0,2,4,2,2,0,False,5.0,,,2,,,2019-10-31,13.0,2018-11-29,1.0,2017-11-09,6.0,False
23,30.70254,45.922,Mrc Creekside,6411c02e-c5f6-4827-b125-00320380c4a7,NursingHome,675964,,,,,TX,name,EPSG:4326,Point,"[-95.57482, 30.70254]",,,,,,,,,,2021-09-20T15:23:03.359Z,d7bfb81598d145bb1d20100c4a8dd37a,6411c02e-c5f6-4827-b125-00320380c4a7,675964,1433 Veterans Memorial Parkway,Huntsville,TX,77340,9364394700,smartystreets_strict,-95.57482,30.70254,Mrc Creekside,Non profit - Corporation,66,,2021-09-01,,Medicare and Medicaid,False,Legal Business Name Not Available,False,Resident,Yes,4,,4.0,,2.0,,3.0,,1.0,0,0,0,1,0,False,3.0,2.0,,,,,2020-02-11,3.0,2019-02-13,2.0,2018-02-01,2.0,False
24,30.1936,46.087,Oakland Manor Nursing Center,47b75711-f695-4dbe-8f0c-41533c3ec015,NursingHome,675101,,,,,TX,name,EPSG:4326,Point,"[-96.9348, 30.1936]",,,,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,2021-09-20T15:23:02.780Z,25951484714e2496346479205e0a59b1,47b75711-f695-4dbe-8f0c-41533c3ec015,675101,1400 N Main St,Giddings,TX,78942,9795421755,smartystreets_strict,-96.9348,30.1936,Oakland Manor Nursing Center,Government - Hospital district,102,,2021-09-01,,Medicare and Medicaid,False,Winnie-Stowell Hospital District,False,None,Yes,1,,2.0,,3.0,,1.0,12,1.0,1,4,7,1,0,False,3.0,3.0,,,12,,2019-12-18,12.0,2018-12-05,10.0,2017-12-06,4.0,False
25,30.19356,46.193,Giddings Residence and Rehabilitation Center,72618dd2-f691-4d08-8273-1bc0e3b3c281,NursingHome,675564,,,,,TX,name,EPSG:4326,Point,"[-96.93707, 30.19356]",,,,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]","[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,2021-09-20T15:23:03.032Z,63ac0521dc8adc9a97730c0a8561a2da,72618dd2-f691-4d08-8273-1bc0e3b3c281,675564,1181 N Williamson,Giddings,TX,78942,9795423611,smartystreets_strict,-96.93707,30.19356,Giddings Residence and Rehabilitation Center,Government - Hospital district,84,,2021-09-01,,Medicare and Medicaid,False,Coryell County Memorial Hospital Authority,False,Resident,Yes,3,,4.0,,3.0,,1.0,12,1.0,0,0,4,1,0,False,3.0,,,2,12,,2020-10-08,5.0,2019-07-10,5.0,2018-08-09,1.0,False
26,29.95412,46.097,Colonial Belle Nursing Home,377e7391-1445-4bee-af10-b1f6e9dba5a1,NursingHome,676164,,,,,TX,name,EPSG:4326,Point,"[-96.26328, 29.95412]",,,,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,2021-09-20T15:23:03.561Z,32fc45f4f1fee66d5d4a00471e32f220,377e7391-1445-4bee-af10-b1f6e9dba5a1,676164,106 N Baron,Bellville,TX,77418,9798653689,smartystreets_strict,-96.26328,29.95412,Colonial Belle Nursing Home,For profit - Corporation,85,,2021-09-01,,Medicare and Medicaid,False,"Ltc of Austin County II, LLC",False,Resident,Yes,1,,1.0,,1.0,,1.0,12,1.0,0,11,0,2,0,False,1.0,2.0,,,12,,2019-06-21,6.0,2018-06-28,10.0,2017-05-18,14.0,False
